Product Title,Product category,Product Price,Product Description,Prime Status,Rating,Product Score,Product Link,Product availability,Image Sources
We Baby Milk Bags,Baby Products,‏320.00 جنيه,"['Brand: Wee Baby', 'Is heat sensitive: False']",Not Prime,Previous page,50+ bought in past month,https://amazon.eg/-/en/dp/B0BSFKK97D,In Stock,"['https://m.media-amazon.com/images/I/31ypY2pn1QL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/51SLe9ssZUL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Asalvo stroller travel + black aqua,Baby Products,"‏3,399.00 جنيه","['Wide and padded seat, Steel chassis.', 'Front bar and unique rear brake, Reflective surface wheels, Embroidered Decoration.', 'Extendable handlebar incorporated to transport as a trolley or carry as a bag (included), Large storage basket.', 'Multiposition reclining backrest, Adjustable footrest, One hand folding.', 'Cabin friendly stroller from 0 month.']",Amazon Prime,3.6 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08NX84D1F,In Stock,"['https://m.media-amazon.com/images/I/31IU0oJ9-hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21RHSiQr91L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21LktrPruuL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31kNui-uJ7L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41EuiLOFmNL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/318-80eitqL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/717hUwxBEvL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/61MdbqxlWzL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Asalvo stroller travel+ - black red,Baby Products,"‏3,399.00 جنيه","['Front bar and unique rear brake, Reflective surface wheels, Embroidered Decoration.', 'Cabin friendly stroller from 0 month.', 'Wide and padded seat, Steel chassis, Multiposition reclining backrest.', 'Adjustable footrest, One hand folding.', 'Extendable handlebar incorporated to transport as a trolley or carry as a bag (included), Large storage basket.']",Amazon Prime,3.8 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B08K94H7PG,In Stock,"['https://m.media-amazon.com/images/I/316fhSY3b9L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21h-AiXJfoL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31zOTctu6qL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/31p6irOGAcL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41twCzJ-zzL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/717hUwxBEvL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/617PsrbbkJL.__AC_SX300_SY300_QL70_ML2_.jpg']"
Granzia Milk Pad - 30 Count,Baby Products,‏150.00 جنيه,About this item section not found.,Not Prime,5.0 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B091CNK1QX,In Stock,"['https://m.media-amazon.com/images/I/41MuTTbrtfL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/415bmu9YHVL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51iM7ce5iPL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21MY11kbgYL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61ZDpFsP52L.__AC_SY300_SX300_QL70_ML2_.jpg']"
"Pampers pants, size 5, 58 baby diapers - Pack may vary",Baby Products,‏344.95 جنيه,About this item section not found.,Not Prime,4.2 out of 5 stars,200+ bought in past month,https://amazon.eg/-/en/dp/B0976Y73VD,In Stock,"['https://m.media-amazon.com/images/I/51ZYfy6p2TL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51h6Tv5+7hL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/510eaykJoHL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51o9jRBY3FL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51f2S1UrenL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41BfbD9CPyL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71NxKRZWMQL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Homztown flat bed sheet, single 180x260 cm with 2 pillow cases 50x70cm,white,100% cotton,soft and luxurious",Home & Kitchen,‏180.00 جنيه,"['Made from high quality 100% cotton material for maximum comfort and breathability', ""100% cotton material - This Single Size Soft Cotton Sheet Set is made from 100% pure cotton for a luxurious feel and maximum comfort. The soft cotton fabric ensures that you experience a good night's sleep. Enjoy the superior quality and comfort of these sheets."", ""Single size 180x260cm - This single cotton sheet is perfect for single & queen beds. It's made with soft and breathable fabric that provides comfortable and luxurious sleep. Ideal for a luxurious night's sleep - Single Size Cotton Sheet."", ""Soft and comfort - Get the best night's sleep ever with this flat cotton sheet king size, which offers a cosy and comfortable fit. It's made of breathable cotton fabric that provides superior breathability and comfort. Get ready to experience a blissful slumber with this superior quality cotton sheet!"", ""Luxurious sleeping experinence - Wrap yourself in ultimate comfort with this King Size Soft Cotton Sheet. It's crafted from ultra-soft fabric for ultimate breathability and softness. Feel the difference as you sink into your bed, the perfect way to relax and drift off to sleep!"", 'Machine washable - Enjoy a hassle-free laundry day with this soft and cozy flat cotton bed sheet. It is designed to be safe in the washing machine, making it easy to keep your single size sheet looking fresh and feeling its best.']",Not Prime,3.9 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0C1KHKTTY,Only 2 left in stock - order soon.,"['https://m.media-amazon.com/images/I/31KuNEuuI5L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21Mqn3tIdDL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41vdERSBTgL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Ji85XzqyL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61JFUxg39BL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"Homztown flat bed sheet, single 180x260 cm with 2 pillow cases 50x70cm, baby blue,100% cotton, soft and luxurious",Home & Kitchen,‏180.00 جنيه,"['Made from high quality 100% cotton material for maximum comfort and breathability', ""100% cotton material - This Single Size Soft Cotton Sheet Set is made from 100% pure cotton for a luxurious feel and maximum comfort. The soft cotton fabric ensures that you experience a good night's sleep. Enjoy the superior quality and comfort of these sheets."", ""Single size 180x260cm - This single cotton sheet is perfect for single & queen beds. It's made with soft and breathable fabric that provides comfortable and luxurious sleep. Ideal for a luxurious night's sleep - Single Size Cotton Sheet."", ""Soft and comfort - Get the best night's sleep ever with this flat cotton sheet king size, which offers a cosy and comfortable fit. It's made of breathable cotton fabric that provides superior breathability and comfort. Get ready to experience a blissful slumber with this superior quality cotton sheet!"", ""Luxurious sleeping experinence - Wrap yourself in ultimate comfort with this King Size Soft Cotton Sheet. It's crafted from ultra-soft fabric for ultimate breathability and softness. Feel the difference as you sink into your bed, the perfect way to relax and drift off to sleep!"", 'Machine washable - Enjoy a hassle-free laundry day with this soft and cozy flat cotton bed sheet. It is designed to be safe in the washing machine, making it easy to keep your single size sheet looking fresh and feeling its best.']",Not Prime,3.9 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0C1KMTVYL,Only 2 left in stock - order soon.,"['https://m.media-amazon.com/images/I/31lN-8P-TbL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21Uww1JHmSL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51WQjbBt7aL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51Pu-y9FHUL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/71+KVJQlTTL._AC_SY300_SX300_.jpg']"
"Homztown flat bed sheet, king 240x260cm with 2 pillow cases 50x70cm,beige,100% cotton,soft and luxurious",Home & Kitchen,‏180.00 جنيه,"['Made from high quality 100% cotton material for maximum comfort and breathability', ""100% cotton material - This King Size Soft Cotton Sheet Set is made from 100% pure cotton for a luxurious feel and maximum comfort. The soft cotton fabric ensures that you experience a good night's sleep. Enjoy the superior quality and comfort of these sheets."", ""King size 240x260cm - This extra-large cotton sheet is perfect for king beds. It's made with soft and breathable fabric that provides comfortable and luxurious sleep. Ideal for a luxurious night's sleep - King Size Cotton Sheet."", ""Soft and comfort - Get the best night's sleep ever with this flat cotton sheet king size, which offers a cosy and comfortable fit. It's made of breathable cotton fabric that provides superior breathability and comfort. Get ready to experience a blissful slumber with this superior quality cotton sheet!"", ""Luxurious sleeping experinence - Wrap yourself in ultimate comfort with this King Size Soft Cotton Sheet. It's crafted from ultra-soft fabric for ultimate breathability and softness. Feel the difference as you sink into your bed, the perfect way to relax and drift off to sleep!"", 'Machine washable - Enjoy a hassle-free laundry day with this soft and cozy flat cotton bed sheet. It is designed to be safe in the washing machine, making it easy to keep your king size sheet looking fresh and feeling its best.']",Not Prime,3.9 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0C1HC6QSH,Only 1 left in stock - order soon.,"['https://m.media-amazon.com/images/I/31wkRYwc69L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/21x1bMbosBL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Oih1PAioL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41EZw3ey2IL._AC_US40_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/61KFzm85v9L.__AC_SX300_SY300_QL70_ML2_.jpg']"
BABY WARMER SET - LIGHTLY PADDED FROM INSIDE - 201 - GR,Fashion,‏180.00 جنيه,About this item section not found.,Not Prime,4.0 out of 5 stars,Score Not Found,https://amazon.eg/-/en/dp/B0CLS7FQW3,Not Available,"['https://m.media-amazon.com/images/I/41+LZ4TRgyL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/51SzM57fGxL._AC_SR38,50_.jpg', 'https://m.media-amazon.com/images/I/41XZlGXfFFL._AC_SR38,50_.jpg', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://m.media-amazon.com/images/I/41+LZ4TRgyL._AC_SX342_SY445_.jpg']"
"JOHNSON’S Baby Bath, 200ml",Baby Products,‏42.00 جنيه,"['Made with NO MORE TEARS formula that is gentle to the eyes as pure water', 'Free from Dyes, Parabens, Phthalates, Sulphates, and Alcohol', 'Our mildest formula to gently cleanse delicate skin without drying', 'Pure and gentle daily care', 'Hypoallergenic & pH balanced', 'Paediatrician and dermatologist-tested']",Not Prime,4.6 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B089D3BWC5,In Stock,"['https://m.media-amazon.com/images/I/319bax70B6L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41VzWyT+jsL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51nxbT6pFmL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41lq1FawfsL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41Q5RDefSLL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41n-xMc0r-L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/71RXLxYrSiL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/610eJOd9N4L.__AC_SX300_SY300_QL70_ML2_.jpg']"
"JOHNSON’S Baby Shampoo, 200ml",Baby Products,‏46.00 جنيه,"['Made with NO MORE TEARS formula that is gentle to the eyes as pure water', 'Free from Dyes, Parabens, Phthalates, Sulphates, and Alcohol', 'Gently cleanses fine hair and delicate scalp', 'Leaves hair soft, shiny and manageable and feeling healthy', 'Hypoallergenic & pH balanced', 'Paediatrician and dermatologist-tested']",Not Prime,4.2 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B08WJSC72R,In Stock,"['https://m.media-amazon.com/images/I/41insI+wGhL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41ILJD9kkpL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51xM3sLscYL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41HIWSRAmSL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41NXv1ujlML._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41a8FXgBv7L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/81McgYdZn0L.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/61ygThIrClL.__AC_SX300_SY300_QL70_ML2_.jpg']"
"JOHNSON’S Baby Oil, 200ml",Baby Products,‏75.00 جنيه,"['Clinically proven mildness formula', 'Free from dyes, parabens, phthalates, and alcohol', 'Locks in 10x more moisture on wet skin than lotion can on dry skin', 'Protects delicate skin from dryness', 'Ideal for baby massage', 'Hypoallergenic', 'Paediatrician and dermatologist-tested']",Not Prime,4.6 out of 5 stars,100+ bought in past month,https://amazon.eg/-/en/dp/B07F3M8CZ2,In Stock,"['https://m.media-amazon.com/images/I/31NLkA0F+BL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41OjZvDX7OL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/51NE0beuTYL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41u-txIlsjL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41GHQRYld8L._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/41sajj+6fzL._AC_US40_.jpg', 'https://m.media-amazon.com/images/I/A1X5mIt0auL.SS40_BG85,85,85_BR-120_PKdp-play-icon-overlay__.png', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel._V192234675_.gif', 'https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif', 'https://m.media-amazon.com/images/I/61I-QS6jqkL.__AC_SX300_SY300_QL70_ML2_.jpg']"
